0.000000000000000000e+00;1.103452625647719110e+01;2.059711568501344559e+01;2.542291992932493727e+01;1.612207872184006163e+01;3.068555585780339712e+01;2.650287558413336342e+01;1.496400452882712173e+01;7.299333729585812947e+00;3.343055489849924555e+01;2.508556095136015784e+01;1.469151860991652292e+01;1.428569608073256703e+01;7.589524616807222124e+00;5.176881725900121189e+00;2.343163906382482509e+01;2.383782625529154586e+01;2.097682745557639894e+00;1.186930334193917425e+01;2.341119548439650089e+01;3.464120711826866206e+00;2.263102638059103455e+01;1.045375848680228081e+01;1.471875496034011199e+01;2.604313609440110966e+01;8.270454401505867637e+00;1.152739536936246090e+01
1.103452625647719110e+01;0.000000000000000000e+00;1.541170508658630034e+01;1.963479953967508962e+01;1.374344104498589125e+01;2.431136077482158697e+01;2.705559261117448244e+01;1.749751141142723654e+01;1.204661344292505909e+01;2.917811048668807672e+01;1.682392755365519577e+01;7.735650919385160584e+00;1.314845233853102791e+01;1.436109654041462314e+01;1.007575464821142219e+01;1.653846476375253260e+01;1.668294540800795289e+01;1.087019414604126233e+01;1.474317870724757995e+01;2.037067629472910468e+01;1.230288515291405815e+01;2.670741395355231163e+01;7.621053119422874111e+00;1.648766423307656837e+01;1.930814756990770320e+01;1.741497494741703989e+01;1.753857759826285445e+01
2.059711568501344559e+01;1.541170508658630034e+01;0.000000000000000000e+00;1.912080404884963514e+01;1.505730593687608732e+01;1.152048894961669490e+01;1.617170620645425672e+01;2.101817081584256997e+01;1.640247052303035957e+01;1.481894698287244871e+01;1.808658461980541077e+01;1.012327140219873378e+01;1.524733348685450274e+01;2.701560323182947698e+01;1.966930200825344244e+01;5.755054400570359441e+00;4.715955980627065891e+00;2.132421657877895171e+01;1.252840639038744186e+01;2.421579676848829976e+01;2.087107572924915999e+01;2.712204879636375310e+01;1.951207978741663140e+01;2.415788021220874882e+01;1.522906968338881661e+01;2.703778688896933957e+01;2.564688606474553012e+01
2.542291992932493727e+01;1.963479953967508962e+01;1.912080404884963514e+01;0.000000000000000000e+00;1.349376540579715389e+01;1.794441445769549404e+01;2.385466011348282933e+01;1.618400539740291677e+01;2.443125759779410089e+01;2.253001790684198369e+01;6.566669403699863850e+00;1.446386548904692049e+01;1.422683889841533400e+01;2.888195948917959655e+01;2.090369551740534249e+01;1.493461875846283782e+01;1.898224987956302456e+01;2.446561312453961889e+01;2.292958946535835807e+01;9.959945688935963659e+00;2.372352024128032255e+01;2.419428313485280313e+01;2.497854273128729830e+01;2.056603770535908637e+01;5.433287858271754089e+00;3.193004216696885678e+01;2.630903039839492408e+01
1.612207872184006163e+01;1.374344104498589125e+01;1.505730593687608732e+01;1.349376540579715389e+01;0.000000000000000000e+00;2.086725748997969632e+01;1.872544952019522668e+01;9.691259217142127014e+00;1.282193198289574099e+01;2.295563343153567715e+01;1.479737359915496242e+01;8.163392074862237280e+00;1.241295934319358807e+01;2.153516560621057607e+01;1.298003742425948559e+01;1.491313976629254867e+01;1.744486663566018692e+01;1.550748938939351795e+01;1.308442327193969312e+01;1.716746033443368447e+01;1.452452201086305372e+01;1.521845849427660724e+01;2.002608099050081947e+01;1.035761476892775157e+01;1.374924912044240877e+01;2.086917839264298280e+01;1.463150678757527956e+01
3.068555585780339712e+01;2.431136077482158697e+01;1.152048894961669490e+01;1.794441445769549404e+01;2.086725748997969632e+01;0.000000000000000000e+00;1.829114615685087486e+01;2.652251047925633998e+01;2.691327079660964827e+01;8.226830554075181823e+00;1.780341033328788214e+01;1.793325017833216961e+01;2.086724284838128085e+01;3.653170374494896322e+01;2.844649891741253711e+01;7.823068849112256196e+00;9.520583625293838281e+00;3.098781739364951449e+01;2.246250156059908321e+01;2.532512694719355295e+01;3.024705211428968354e+01;3.197008329343722366e+01;2.879172828998604317e+01;3.114102349270856962e+01;1.272483611288875416e+01;3.752873009676958560e+01;3.444074442367738698e+01
2.650287558413336342e+01;2.705559261117448244e+01;1.617170620645425672e+01;2.385466011348282933e+01;1.872544952019522668e+01;1.829114615685087486e+01;0.000000000000000000e+00;2.054657620286666031e+01;2.126035542290319924e+01;1.376963400578766361e+01;2.706155129529439662e+01;2.086537429983022207e+01;2.011372381790508612e+01;3.357626315130082162e+01;2.514761101588379688e+01;1.802456390094095795e+01;1.969583845976222136e+01;2.710725360392072147e+01;1.531280272577645540e+01;2.781231826354493109e+01;2.509188276948446017e+01;2.056406832425107112e+01;3.064908008819072904e+01;2.673128864872514043e+01;2.145522078708296121e+01;3.125256797950804710e+01;2.765362670376721610e+01
1.496400452882712173e+01;1.749751141142723654e+01;2.101817081584256997e+01;1.618400539740291677e+01;9.691259217142127014e+00;2.652251047925633998e+01;2.054657620286666031e+01;0.000000000000000000e+00;1.471605774084267715e+01;2.809558447229627376e+01;1.956536553144202983e+01;1.478112918266402431e+01;1.037696542215345907e+01;1.890404678495131918e+01;1.074062901311676299e+01;2.122269446734683029e+01;2.410320946879324566e+01;1.387378292302640226e+01;1.464794498423372815e+01;1.412521032957092082e+01;1.182207351884055768e+01;1.228011350856004746e+01;2.096292334658179257e+01;1.072942408915340096e+01;1.856671043044159575e+01;1.965712793784414814e+01;1.359416238909634700e+01
7.299333729585812947e+00;1.204661344292505909e+01;1.640247052303035957e+01;2.443125759779410089e+01;1.282193198289574099e+01;2.691327079660964827e+01;2.126035542290319924e+01;1.471605774084267715e+01;0.000000000000000000e+00;2.847318821729216864e+01;2.436404025181317223e+01;1.225728076561481927e+01;1.498004141060400052e+01;1.469154107154237643e+01;9.221741914558599262e+00;2.002603793913987218e+01;2.018518955022836181e+01;8.404799502283838208e+00;6.852749911069617283e+00;2.503928231534088056e+01;7.868956703560302302e+00;1.961641633730728174e+01;1.453827115992128682e+01;1.410256296942185905e+01;2.397010974540517836e+01;1.105984649467120562e+01;1.131021126939615229e+01
3.343055489849924555e+01;2.917811048668807672e+01;1.481894698287244871e+01;2.253001790684198369e+01;2.295563343153567715e+01;8.226830554075181823e+00;1.376963400578766361e+01;2.809558447229627376e+01;2.847318821729216864e+01;0.000000000000000000e+00;2.399670896847421275e+01;2.218830824803826474e+01;2.444750837596174975e+01;4.009793880661504062e+01;3.155316161744498515e+01;1.356763430976907081e+01;1.485132243934102902e+01;3.391405982697449417e+01;2.315690161465146346e+01;2.972544259535151667e+01;3.268031085499293908e+01;3.063336461173650349e+01;3.369990523438287511e+01;3.313248437828131188e+01;1.789306406374170422e+01;3.945330964995068257e+01;3.585642206999870751e+01
